final_review_id	case_type	claim_or_scope_id	prior_review_ids	source_record	source_locus	result	severity_if_failed	profile_ruling	evidence_summary	required_action_if_failed	notes
FA-011	binding	superscription-setting -> israel.monarchy.david-in-the-desert-of-maon	-	bible:douay-rheims:Ps.53.1; bible:douay-rheims:Ps.53.2	The Douay title of Psalm 53, verses 1-2, and the terminal punctuation of verse 1	PASS	-	admissible: the tracked Douay (rank 1) for the title and the cross-reference; the Maon year comes from the separate 1 Kings 23 Haydock passage record (rank 3)	Re-read at source: verses["1"] = "Unto the end, in verses, understanding for David." and verses["2"] = "When the men of Ziph had come and said to Saul: Is not David hidden with us? [1 Kings 23.19]". 2330d63a5 printed a comma after "David"; HEAD prints the full stop the tracked text has. The correction is right, and the whole quoted string - both verses, the " / " separator, the bracketed cross-reference and the terminal punctuation - now matches character for character. The convention is confirmed rather than invented: at Ps 50 and Ps 51 the tracked verses["1"] genuinely end in commas and those two notes print commas. SUBSTANCE: I read 1 Kings 23:14-28 in the tracked text. The Ziphites’ denunciation (v19-23) and the pursuit into Maon (v24-28) are one continuous narrative - the Ziphites are sent back to reconnoitre, "they arose, and went to Ziph before Saul: and David and his men were in the desert of Maon", Saul "pursued after David in the wilderness of Maon". Same chapter, same sequence, same Haydock chapter marker A.M. 2945 / A.C. 1059. The binding’s assertion holds. Scope unchanged at all six commits.	-	Psalm 53’s title also fits the second Ziphite denunciation at 1 Kings 26:1. The corpus does not infer: it follows the tracked edition’s own bracket "[1 Kings 23.19]", names it as Challoner’s, and states that the row should reach no further than the title’s words and should move if an event for the denunciation is ever authored. Honest handling; relation stays superscription-setting and is not promoted.
FA-012	claim	event:apostolic-age.death-of-herod-agrippa#0	LEAD-007;RR-001	artifact.eusebius.ecclesiastical-history.english-mcgiffert-npnf2-1-newadvent-web-2026-07-27.newadvent-250102-f073ad45; artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8; artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Eusebius, Church History II.10.9; Prat, "St. Paul", CE 11 (1911); Howlett, "Biblical Chronology", CE 3 (1908)	PASS	-	Admissible. The A.D. 44 rests on two rank-6 CE articles asserting in their own voice; the rank-4 Eusebius is cited only for a regnal/age reckoning the corpus expressly declines to convert, so no higher rank is overridden and none is silently harmonised.	Refetched https://www.newadvent.org/fathers/250102.htm live (109220 B) and read the retained extraction .scratch/cold-audit/text/eusebius-250102.txt. Church History II ch. 10 ("Agrippa, who was also called Herod, having persecuted the Apostles...") sec. 9 prints verbatim "in the fifty-fourth year of his age, and in the seventh year of his reign", inside Eusebius's quotation of Josephus, Antiquities XIX (introduced at II.10.2). Live 11567b prints "These combined facts bring us to the year 44" and "the synchronism between the death of Herod and the mission of Paul can only be approximate"; live 03731a prints "from what Josephus says, and the evidence of the coinage , we cannot be far wrong in placing that event in the year 44". Object diff 2330d63a5 -> HEAD on this event: the sources list gained the Eusebius id and NOTHING else changed (basis, note, date 44 ad, precision year, label "the year 44", disposition preferred all identical). Relation narrated-event, scope Acts.12.20-23.	-	Article identity confirmed live from the MLA blocks: 11567b = Prat, Ferdinand, "St. Paul", CE vol. 11, 1911; 03731a = Howlett, James, "Biblical Chronology", CE vol. 3, 1908; both artifact.toml notes name them correctly. Evidence-plumbing observation (not a corpus defect): the retained extraction for 250102 is stored as text/eusebius-250102.txt rather than under the artifact id, so `src.py <id>` returns "(no retained text)" for it.
FA-013	claim	event:apostolic-age.exile-of-saint-john-to-patmos#0	P-020;RR-002	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08492a-68d29c7c; artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01594b-7f47696f; artifact.eusebius...newadvent-250103-4d77d36f; artifact.jerome.de-viris-illustribus.english-richardson-npnf2-3.newadvent-2708-85587778	Fonck, "St. John the Evangelist", CE 8; Van den Biesen, "Apocalypse", CE 1; Eusebius, Church History III.18.1/.3/.5; Jerome, De viris illustribus 9	PASS	-	Admissible. Every figure the note reports is now attributed to the work that actually carries it, and the fourteenth-of-Domitian figure is reported in the encyclopedia's voice as its report of a work of Eusebius this repository does not hold, not as a corpus claim.	Refetched cathen/01594b (Van den Biesen, Christian, "Apocalypse", CE vol. 1, 1907), cathen/08492a (Fonck, Leopold, "St. John the Evangelist", CE vol. 8, 1910), fathers/2708 (Jerome, De viris illustribus, Richardson NPNF2-3) live, and read the retained 250103 extraction. Verified verbatim: 01594b "Irenaeus places the Seer's exile in Patmos at the end of Domitian's reign" and "Eusebius , chronicling the statement of Irenaeus without any misgivings, adds as the year of the Seer's exile the fourteenth of Domitian's reign"; 08492a "With Eusebius ( Church History III.13.1 ) and others we are obliged to place the Apostle's banishment to Patmos in the reign of the Emperor Domitian (81-96)"; Eusebius III.18.3 (Irenaeus quoted) "at the end of the reign of Domitian" and III.18.5 "in the fifteenth year of Domitian Flavia Domitilla ... was exiled" - of Domitilla, not of St John, exactly as the note says; Jerome DVI 9 "In the fourteenth year then after Nero Domitian having raised a second persecution he was banished to the island of Patmos". Church History III.18 contains NO fourteenth-year figure, so the note's correction of the old "Eusebius's Chronicle" clause is right. No chronology claim cites a Eusebius Chronicle: the only two Chronicle mentions left (events.yaml:1349, 1420) are Kirsch's CE article reporting it, with the CE artifact as the source of record, and no Chronicle artifact is registered. Object diff 2330d63a5 -> HEAD: note rewritten, sources gained 01594b and 2708; date (interval 81-96 ad), label, precision, disposition unchanged; the Epiphanius/Claudius alternate untouched.	-	Alternate's basis re-verified live: "Against the united testimony of these three witnesses of tradition the statement of Epiphanius placing the Seer's banishment in the reign of Claudius, A.D. 41-54, appears exceedingly improbable". Preferred beside alternate is carried by an explicit note, as the conflict rule allows.
FA-014	claim	event:apostolic-age.jewish-revolt-against-rome#0	LEAD-007;RR-003	artifact.eusebius...newadvent-250102-f073ad45; artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08537a-e2154141	Eusebius, Church History II.26.1; Bechtel, "Judaizers", CE 8 (1910), section "Final history"	PASS	-	Admissible. The A.D. 67-70 span is Bechtel's own (rank 6); Eusebius (rank 4) is cited only for a regnal reckoning the corpus declines to convert.	Live fathers/250102: "Chapter 26. The Jews, afflicted with Innumerable Evils, commenced the Last War Against the Romans. 1. ... crucified by Florus. It happened that he was procurator of Judea when the war began to be kindled, in the twelfth year of Nero ." The note's quoted span "was procurator of Judea when the war began to be kindled, in the twelfth year of Nero" is verbatim, and II.26.1 is the right locus. Live cathen/08537a (Bechtel, Florentine, "Judaizers", CE vol. 8, 1910), section "Final history": "With the disappearance of the Jewish-Christian community of Jerusalem at the time of the rebellion (A.D. 67-70), the question about circumcision and the observance of the Law ceased to be of any importance in the Church" - verbatim as the basis prints it. Object diff 2330d63a5 -> HEAD: the sources list gained the Eusebius id and nothing else; the flow-to-block reformat changed no value (precision range, 67 ad to 70 ad, label "the rebellion (A.D. 67-70)", disposition preferred, note text all identical).	-	Observation, not scored as a defect: the note also reports a figure from a THIRD article, "the same encyclopedia's 'Jerusalem (Before A.D. 71)' article has the first Roman repulse before the city already on 30 October 66", and that article (Meistermann, cathen/08344a, registered as ...newadvent-08344a-e6625662) is not in this claim's sources. Verified live that Meistermann does print "Cestius Gallus, President of Syria , arrived on 30 October, 66". The reference is a paraphrase naming the article in full and the corpus holds it under its own citation on apostolic-age.arrival-of-cestius-gallus-at-jerusalem, so it is addressable; but if the FA-012/FA-014 standard (name in sources whatever the note draws on) is to be applied uniformly, 08344a belongs in this claim's sources.
FA-015	claim	event:apostolic-age.saint-paul-first-roman-captivity#1	S6-011;RR-004	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", CE 3 (1908), section "The apostles"	PASS	-	Admissible. The 62-64 is Howlett's own reckoning; Harnack, Lightfoot and Ramsay are quoted inside the basis as reconstructions the article prints and does not adopt, and are not authored as claims - the profile's report-in-a-ranked-source posture, not a leak.	The duplicate key is GONE at HEAD. A key-level YAML scan (PyYAML compose-time duplicate detector) over 214797e78 reports exactly one: events.yaml:1265 'sources' repeated, first at 1257 - inside this very claim - and reports NONE over HEAD or over 2330d63a5, and none over bindings.yaml, composition.yaml, gaps.yaml or profiles.yaml at HEAD. Which of the two duplicated values production now holds: both occurrences at 214797e78 held the IDENTICAL value [artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04], so nothing was ever silently chosen; HEAD holds that value once and it is the correct record for Howlett (article identity confirmed live from the MLA block: Howlett, James, "Biblical Chronology", CE vol. 3, 1908). The gate bites: scripts/_chronology.py _strict_loader()/_read_document() refuses a repeated key before any value is read; `tools/tpt scripture-chronology validate` on HEAD is clean, and on a scratch checkout with one 'sources:' line duplicated into the same mapping it exits 1 with "...events.yaml:1265: key 'sources' is stated twice in one mapping (first at line 1257). A repeated key is invalid YAML: PyYAML keeps the last one silently... Delete the later occurrence." - file, line and key name, as required. Source substance: live 03731a prints "Harnack places this event in 57, Lightfoot in 61, Ramsay in 60. Perhaps we may say 62, for he was sent to Rome by Festus, shortly after his arrival in Judea . But this was not long before the death of Pallas in A.D. 62" - the basis reproduces the sentence including the source's own space before the full stop after 'Judea' - and "In Rome St. Paul remained two years, hence till 64 ( Acts 28:30 )", and, at the head of the section "The apostles", "Frederick Blass (Acta Apostolorum, p. 21) tells us of the chronology of the Acts of the Apostles that we cannot be certain of our dates within a less period than about ten years". Object diff 2330d63a5 -> HEAD on the event: basis extended, note added, nothing else changed and no neighbouring claim lost (3 claims before and after).	-	Scratch checkout used for the gate proof was built outside $REPO (symlink farm + a copy of src/sources/chronology) and validated with --root; the repository was not modified. Identity confirmed by basis/label, not by ordinal: index 1 at HEAD is the Howlett 62-64 claim.
FA-016	claim	event:apostolic-age.second-arrest-of-saint-paul#0	S2-009;RR-005	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11567b-bff0dda8	Prat, "St. Paul", CE 11 (1911), the table of chief dates, and the paragraph preceding the three synchronisms	PASS	-	Admissible. Prat's own reconstruction in his own voice, rank 6, sole claim on the subject.	Live cathen/11567b: the table is introduced "In fixing as follows the chief dates in the life of Paul all certain or probable data seem to be satisfactorily taken into account:" and prints "( 1 Timothy ; Titus ), second arrest, 66" - a bare figure, with no "about" anywhere in the table; where the table does hedge it says so ("second visit to Jerusalem , 44 or 45", "third visit to Jerusalem , 49 or 50"), and it does not hedge this entry. The article's general caution, "All these events, as far as they may be assigned approximate dates , agree with the Apostle's general chronology but give no precise results", stands EARLIER in the article and is said of the four Sergius Paulus / Aquila / Gallio / Felix synchronisms listed immediately before it, not of the table; the note now says exactly that, and quotes it including the source's own space before the comma. guidance/scripture-chronology.md 10 reserves approximate-year for "one point, the source's own 'about'", so precision year is what the contract requires. The same table string is held at precision year on composition.first-epistle-to-timothy#0 and composition.epistle-to-titus#0 (composition.yaml:813-816, 834-837), so the corpus is now internally consistent. Object diff 2330d63a5 -> HEAD: precision approximate-year -> year, note extended; date 66 ad, label "second arrest, 66", basis, sources, disposition unchanged.	-	The corpus is not publishing the figure as firmer than its source: the only hedge the source attaches to the table is that it is a scheme in which the data "seem to be satisfactorily taken into account", and the claim's note carries it.
FA-017	claim	event:israel.conquest.war-against-the-kings-of-chanaan#0	A6-021;RR-006	bible:douay-rheims:Jos.11.18; bible:douay-rheims:Jos.11.23 (anchor rests on bible:douay-rheims:Jos.4.19)	Josue 11:18, 11:23, 4:19, tracked Douay	PASS	-	Admissible. Rank 1, Scripture's own statement of sequence, read from src/sources/bibles/douay-rheims.	Tracked Douay read directly from src/sources/bibles/douay-rheims/chapters/Jos/{11,4}.json: 11:18 "Josue made war a long time against these kings."; 11:23 "So Josue took all the land, ... And the land rested from wars."; 4:19 "And the people came up out of the Jordan, the tenth day of the first month, and camped in Galgal, over against the east side of the city of Jericho." All three are quoted verbatim where the corpus quotes them, and Jos 14:10's "forty and five years" in the subject note is verbatim too. At HEAD the offset payload carries NO magnitude: relative.of = israel.conquest.crossing-of-the-jordan, statement = "After the passage of the Jordan, and closing when \"the land rested from wars\"; the text states the order and not an interval", label = "after the passage of the Jordan". The unquantified length stays in the basis as the length it is, and the claim's note states why it cannot become a duration (guidance 10.0: a duration's units must be whole and positive). Relation narrated-event, scope Jos.6 Jos.7 Jos.8 Jos.9 Jos.10 Jos.11 Jos.12 - the war narrative, closing at 11:23/12. Object diff 2330d63a5 -> HEAD: note, relative.statement and label changed; anchor, precision, sources, disposition unchanged; sole claim before and after.	-	Observation: the label is now descriptive ("after the passage of the Jordan") rather than a quotation, where guidance 15 step 4 asks for "the source's own words in label". This is within the corpus's settled convention for relative claims that state order only (cf. apostolic-age.flight-of-the-christians-from-jerusalem, label "before the war"), and the previous quoted label was itself the defect, so it is recorded and not scored.
FA-018	claim	event:israel.divided-kingdom.division#0	-	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04; artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08654a-645bba6c (for the Petavius corroboration named in the note)	Howlett, "Biblical Chronology", CE 3, section "Building of the Temple to its destruction"; Petavius table reproduced in Sloet, "Chronology of the Kings", CE 8	PASS	-	Admissible and correctly preferred. The figure is the one Howlett himself names "the traditional date", i.e. the author's own report of the tradition, not his reconstruction; preference rests on an explicit note, which is what the conflict rule requires when ranks tie.	Live cathen/03731a prints the basis sentence verbatim: "We have fixed roughly the date of the revolt of the Ten Tribes for the year 936 B.C. But the traditional date is 975, and if we follow the dates for the kings down to the taking of Samaria , it will be found that the usual interpretation of the Biblical chronology makes those dates about 40 years earlier than is possible according to the Assyrian chronological canon." Live cathen/08654a prints the Petavius combined table with the Juda column "David Solomon (Building of the Temple) Roboam ..." against "B.C. 1055 1015 1012 975 ..." and the Israel column "Jeroboam I" against "B.C. 975" - so the note's second ground, that Petavius independently sets Roboam at B.C. 975, is true. Read as a consumer receives it (query 3Kings.12.19 --json), the note describes the claims the event actually holds: preferred 975 B.C.; alternates B.C. 975 (Petavius) and B.C. 933-2 (Sloet). The note's sentence "The only competing figure now held is Sloet's own table at B.C. 933-2" is accurate at HEAD, and its statement that Howlett's 936 and about 937 "are recorded in the subject note above and are not held under this profile" is accurate. Object diff 214797e78 -> HEAD: note only; date 975 bc, precision year, label, basis, sources, disposition preferred unchanged.	-	Dependency: if the correction required at FA-019 is applied, this note must be amended, because "The only competing figure now held is Sloet's own table at B.C. 933-2" would no longer be true - after that withdrawal the event would hold only 975, twice, from two chronologists.
FA-019	claim	event:israel.divided-kingdom.division#2	-	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08654a-645bba6c	Sloet, "Chronology of the Kings", CE vol. 8 (1910), the second (Sloet's own) table, Juda column "Roboam" and Israel column "Jeroboam I", both against "B.C. 933-2"	CHANGES_REQUIRED	major	INADMISSIBLE under catholic-traditional-v1. This is a reported external chronology, not the author's own traditional assertion. Sloet states of this table that it gives the kings' chronology "as nearly as possible in accordance with the figures of the Bible, in conjunction with the data of profane history"; the profane data are Assyriological (the remarks column dates Achab's fight with Benadad against Salmanasar to "the summer of 854" and Osee's vassalage "after the death of Phacee", and every asterisked "reasonably exact" date in the table - 875*, 854*, 853*, 842* - is an Assyrian synchronism), and the table freely emends Scripture's own regnal figures as copyists' errors ("Reigned 33, not 41, years", "Reigned 32, not 52, years", "Reigned 45, not 55, years", "'Third year of Osee' is incorrect", "'Seven and twentieth year of Jeroboam' is erroneous"). The profile's second declared non-authority - "Modern critical, archaeological, Egyptological and Assyriological chronology ... Not consulted, not used to adjust a traditional date, and not treated as a correction" - carries no report-it-anyway carve-out (only the Ussher clause does), and this table is precisely an adjustment of the traditional figure: it moves Roboam from the Petavius 975 that the same article reproduces to 933-2, the same ~40-year Assyrian shift Howlett describes and that the lane withdrew his 936 and about 937 for.	Index-shift confirmed first: the claim at HEAD index 2 is byte-identical, field for field, to the claim that stood at 214797e78 index 4 (Python object comparison of the parsed claims). Nothing about it moved; the object diff's "changed:date+label+sources+basis+note+precision+endpoints" is entirely an artefact of the two withdrawals above it. Source re-opened live at https://www.newadvent.org/cathen/08654a.htm (Sloet, Dominicus, "Chronology of the Kings", CE vol. 8, 1910): the second table's Juda column reads "David Solomon (Building of the Temple) Roboam ..." against "B.C. 1012 972 969 933-2 ..." and the Israel column "Jeroboam I" against "B.C. 933-2"; it is introduced "The table below gives the chronology of the kings of Juda and of Israel , as nearly as possible in accordance with the figures of the Bible , in conjunction with the data of profane history"; and Sloet's blanket hedge "We have, therefore, to consider the dates B.C. here given as--within a year, earlier or later--more or less inaccurate. Dates marked with an asterisk (*) may, however, be regarded as reasonably exact" is verbatim as the claim's note prints it, and this entry carries no asterisk. The corpus itself already records the character of this table elsewhere: events.yaml:3200, 3526 and 3963 describe the same table as "Sloet's own chronology, harmonised with the Assyrian data" and "Sloet's own table in the same article, harmonised with the Assyrian data". The division claim's own basis is the one place that does not say so. The withdrawal note at israel.monarchy.temple-begun (events.yaml ~3596) states plainly that the Sloet 969 "this event still holds ... this lane did not rule" - the escalation is open by the repair lane's own admission, and this row is where it lands for the division.	Withdraw event:israel.divided-kingdom.division index 2 (basis "Sloet's own table in \"Chronology of the Kings\" sets \"Roboam\" against \"B.C. 933-2\"...", source artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08654a-645bba6c, date interval 933 bc to 932 bc, label "B.C. 933-2") from profile catholic-traditional-v1, in the same form the 936 and about 937 withdrawal took: record it in the event's subject note with (a) Sloet's own statement of method, "as nearly as possible in accordance with the figures of the Bible , in conjunction with the data of profane history", (b) the Assyrian synchronisms that carry its asterisked dates (Achab against Salmanasar in the summer of 854; Jehu 842*), (c) its emendations of Scripture's regnal figures ("Reigned 33, not 41, years"; "Reigned 32, not 52, years"; "Reigned 45, not 55, years"), and (d) the date and reason of withdrawal, on the same rule already cited there: a modern chronology is a separate profile with its own id and is not consulted, adjusted with, or treated as a correction here. Then amend event:israel.divided-kingdom.division index 0's note, whose sentence "The only competing figure now held is Sloet's own table at B.C. 933-2" would cease to be true. If instead the coordinator rules that Sloet's own table IS admissible, then Howlett's 936 and about 937 must be restored, because they are withdrawn on a rule this claim does not satisfy either; what cannot stand is the present line, which withdraws one Assyrian-harmonised CE figure and holds another three years away from it.	Scope of the same defect beyond this row, for the coordinator and the Sloet whole-artifact lane: six claims cite Sloet's OWN table under catholic-traditional-v1 - israel.monarchy.david-accession#1 (B.C. 1012), israel.monarchy.solomon-accession#1 (B.C. 972), israel.monarchy.temple-begun#3 (B.C. 969), israel.divided-kingdom.division#2 (B.C. 933-2), israel.divided-kingdom.fall-of-samaria#3 (B.C. 722-1), israel.divided-kingdom.ezechias-accession#1 (B.C. 718-7); three of them (david-accession#1, solomon-accession#1, ezechias-accession#1) say in their own basis that the table is 'harmonised with the Assyrian data', and the division claim is the one that does not. The ten claims citing the PETAVIUS table reproduced in the same article are a different matter and are not implicated: Petavius is a seventeenth-century Jesuit chronologist and his figures are the traditional ones.
FA-020	claim	event:israel.divided-kingdom.division#3	-	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", CE 3, section "Building of the Temple to its destruction"	PASS	-	The withdrawal is right. The 936 is Howlett's own reconstruction from the Assyrian chronological canon and from Sayce's reading of the Tyrian annals, in a section whose stated project is that the chronology of the kings "must be made to accord with the Assyrian chronology" - the profile's declared non-authority, which may not be used to adjust a traditional date. The 975 in the same sentence, which the article itself calls "the traditional date", is what the profile may hold, and does.	Absence verified: query 3Kings.12.19 --json returns three assertions on this event - 975 B.C. preferred, B.C. 933-2 alternate, B.C. 975 alternate - and no 936 and no 937. Live cathen/03731a, read whole through the section: the section opens with Mangenot, "...Elle aurrait besoin d'etre raccordee avec la chronologie assyrienne" glossed in the article as "(It is plain that the chronology of the period of the kings of Israel and Juda is not so settled and ascertained as is commonly supposed. It must be made to accord with the Assyrian chronology )"; the derivation runs "bringing to our help the fragment of the Tyrian annals quoted by Josephus , the foundation of the Temple may be fixed, according to Sayce, for about the year 969" then "Having fixed the year when the Temple was begun, we know that Solomon reigned from 973 to 936, and David from 1013 to 973. So, to speak roughly, the revolt of the Ten Tribes must have taken place somewhere about the year 936"; and only then "We have fixed roughly the date of the revolt of the Ten Tribes for the year 936 B.C. But the traditional date is 975 ...". Every one of those strings is verbatim in the subject note at HEAD. The subject note records BOTH withdrawn figures, with their quotations, their descent from the about 969, the withdrawal date 2026-08-27 and the rule. Claim-set diff 214797e78 -> HEAD: 5 claims -> 3; the two removed are exactly the 936 and the about 937; the surviving three are byte-identical to their predecessors except the preferred claim's note.	-	Manifest ordinal note: the manifest lists this row as #3, but at 214797e78 the 936 stood at index 2 (the about 937 at index 3, Sloet at index 4). Identity was settled by basis and label, per the common brief.
FA-021	claim	event:israel.divided-kingdom.division#4	-	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", CE 3: "We conclude then that the Temple was built about 969. The secession of the Ten Tribes took place about 937."	PASS	-	The withdrawal is right. The two figures are NOT independent of the Assyrian reckoning: both descend from the same "about 969" for the foundation of the Temple, which Howlett takes "according to Sayce" from the Tyrian annals under the section's stated demand to accord with the Assyrian chronology. Nothing sourced and admissible was lost.	Live cathen/03731a prints the summary verbatim: "We conclude then that the Temple was built about 969. The secession of the Ten Tribes took place about 937. The fall of Samaria in 722 or 721, and the destruction of Jerusalem 536 B.C." Traced back in the same section: the 969 is reached "according to Sayce" from "the fragment of the Tyrian annals quoted by Josephus", and the 936 is derived from it by "Solomon reigned from 973 to 936"; the 937 is the same reckoning restated one year off, which is why the corpus's own note at 214797e78 called it "A third figure from the same article, one year from its own 936". Query 3Kings.12.19 --json confirms neither 936 nor 937 survives at HEAD. Compared against git show 214797e78:src/sources/chronology/events.yaml: 5 claims -> 3, only these two removed, no third claim damaged in the edit.	-	The hedge "about" was the article's and the withdrawn claim carried it correctly at approximate-year; that was never the defect. The defect was the reckoning behind it.
