# Cold independent source audit of the Scripture chronology corpus.
# Audited corpus commit: 2330d63a5 (branch feature/bible-dating).
#
# Every row is a CHANGES_REQUIRED finding that survived an independent adversarial
# re-reading briefed to refute it; most survived two. 68 further findings were
# raised and refuted and are listed in the report, not here — a correction lane
# should not re-raise them without new evidence. 392 PASS rows are not listed.
# Where two verification passes split, the finding is held standing (35 rows).
#
# severity: critical = a materially false date, event, attribution or source
#   identity could reach a consumer as canonical fact. major = semantically wrong
#   without producing a wholly false date. minor = prose or metadata only.
finding_id	claim_id	audit_class	source_record	source_locus	result	severity	issue_type	recommended_action	notes
F-001	gaps.undated-in-tradition.Lev	F	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11646c-b7ab7001	Catholic Encyclopedia, "Pentateuch" (Maas, vol. 11, 1911), section "Ecclesiastical decisions"; plus the row's uncited "Leviticus" (09207a)	CHANGES_REQUIRED	minor	unretained-source-characterisation; unqualified negative	Register and retain 09207a, or delete the sentence about it and rest the row on the retained "Pentateuch" article. Drop the second half of the stated correction: "attaches no year, century or expressible period to the act of writing" is accurate as written, because §4.3 makes the critics' 621 B.C. / 444 B.C. / sixth-century figures other men's and not the article's own attachment, and the row is not obliged to enumerate what it refuses.	guidance/scripture-chronology.md §15.1(4) names this exact shape: "A gap row asserted that four encyclopedia articles 'carry no chronological statement of any kind'. Nothing of those four was retained, so the claim could not be checked ... Register and retain what you read before you characterise it, including when what you are recording is a silence." §9.2 hard gate is met (the row names one existing source record). All 858 verses of Leviticus resolve to this row (coverage.tsv), so the row is live, not dormant.
F-005	gaps.undated-in-tradition.Eccles	F	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05244b-2fe7b66b	Catholic Encyclopedia, "Ecclesiastes" (Schumacher, vol. 5, 1909), section on the time of composition	CHANGES_REQUIRED	minor	overstated-silence; uncounted reported figures	Qualify the negative to the encyclopedia's own voice and name the reported figures being excluded under §4.3 - "under King Herod (40-4 B.C.)" and "about the year 200" - as the Canticle, Amos, Baruch and Judith rows already do for their articles. Drop "its one temporal sentence".	Factual result unchanged: none of the missed figures is admissible under catholic-traditional-v1 (§4.3 modern critical chronology), so Ecclesiastes stays undated. The stored quote also ends with a full stop where the source has a semicolon and continues.
F-010	gaps.undated-in-tradition.Deut	F	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11646c-5333461d	Catholic Encyclopedia, "Pentateuch" (vol. 11, 1911), "Critical hypothesis" and "Ecclesiastical decisions"; with "Deuteronomy" 04761b and "Moses" 10596a-ae23faf9	CHANGES_REQUIRED	minor	unqualified negative; sibling-row inconsistency	Change 'prints' to 'attaches', or name and refuse the 621 B.C. and sixth-century figures under §4.3 as the Exodus row does. Drop the 'see F-021' pointer: the artifact id is a separate defect and does not belong in this row's correction. Note also that no query reaches this row - `tools/tpt scripture-chronology query Deut.1.1` answers `dated` from israel.wilderness.moses-final-discourse - so nothing false reaches a consumer here.	Factual result unchanged - 621 B.C. and the sixth century are modern critical chronology, excluded by §4.3, so Deuteronomy stays undated. The "strict reading" quote is correctly attributed (the source introduces it as "(3) A strict interpretation of the words of the Decree is implied in the views of Kaulen ..., Key ..., Flunk ..., and Mangenot"), though the row truncates its tail, "who composed the work in one of the ways suggested by the Biblical Commission". Deut 1:3 verified against the tracked Douay: "In the fortieth year, the eleventh month, the first day of the month, Moses spoke to the children of Israel". All 959 verses of Deuteronomy are `dated` in coverage.tsv, so the row is dormant as it claims.
F-012	gaps.undated-in-tradition.Gen	F	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11646c-b7ab7001	Catholic Encyclopedia, "Pentateuch" (vol. 11, 1911); with twelve further registered articles; plus the row's uncited 06412b, 06412c, 06413a, 06413c and the New Advent index for G	CHANGES_REQUIRED	minor	unretained-source-characterisation; unqualified negative	Register and retain the index page for G and the four neighbouring articles, or replace the passage with what the retained evidence supports - that the introductory questions are treated in "Pentateuch", corroborated by the retained Deuteronomy stub. Drop the final sentence of the stated correction: 'attaches no year, century or expressible period to the act of writing' needs no qualification, being true of the encyclopedia's own act under §4.3.	Everything the row rests on retained text for checks out, and impressively so: 03142b "Cain" and 14130a "Sodom and Gomorrha" print no figure of any kind; the Adam and Sara quotations are verbatim (Sara: "who though sixty-five years of age is very beautiful", "After having been barren till the age of ninety", "Sara lived to the age of one hundred and twenty-seven years"); "Biblical Chronology", "Israelites", "Isaac", "Jacob", "Joseph", "Deluge" and "Noah" were swept and date none of the listed passages; and the 25 uncovered ranges in the row match coverage.tsv exactly (Gen.3.1-24 ... Gen.39.1-23, 524 verses). Two prose slips of no consequence: "it stays in the third person to its end" - the paragraph also reads "From what we can observe, neither the Jahvist nor the Elohist was a personal author"; and "None of the four says anything of the passages listed above" - "Sara" does discuss Genesis 20 and Genesis 21, though it dates neither. Nearest miss checked and cleared: "Noah" derives "he was four hundred and eighty years old" from Gen 6:3, which is not in the uncovered list.
F-013	gaps.undated-in-tradition.Num	F	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11646c-b7ab7001	Catholic Encyclopedia, "Pentateuch" (vol. 11, 1911), "Numbers" section; with "Moses", "Aaron", "Balaam", "Biblical Chronology"; plus the row's uncited 11151a and the New Advent index for N	CHANGES_REQUIRED	minor	unretained-source-characterisation; unqualified negative	Register and retain the index page for N and 11151a, or drop the sentence and rest on the retained "Pentateuch" article. Drop the second half of the stated correction: the composition negative reads "attaches", which is accurate under §4.3.	The rest is sound and carefully bounded. "Balaam" (02214b) was swept in full and prints no date of any kind (its only numeral, 24,000, is the plague count of Num 25:9). "Biblical Chronology" (03731a) opens with de Sacy's "There is no Chronology of the Bible" - both quotes verbatim - and dates nothing in Numbers. The datelines named (1:1, 7:1, 9:1-5, 10:11, 20:1, 33:3, 33:38) and the leftover ranges (Num 11, 13, 14:1-32, 14:35-45, 15-19, 21) match coverage.tsv exactly, 304 verses. Num 1:1 and 33:38 verified against the tracked Douay. The prophecy-given binding of Num 14:33-34 to the forty years is correctly flagged rather than hidden.
F-021	gaps.undated-in-tradition.Deut	F	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11646c-5333461d / newadvent-11646c-b7ab7001; artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10596a-ae23faf9 / newadvent-10596a-59d1207b	src/sources/works/catholic-encyclopedia/volume-11/.../newadvent-11646c-*/artifact.toml and volume-10/.../newadvent-10596a-*/artifact.toml	CHANGES_REQUIRED	minor	duplicate artifact identity; inconsistent citation across sibling rows	Collapse each pair to one artifact id and repoint the rows and bindings, or - if both retrievals are to be kept - state in the second record that it is a re-retrieval of the same page across the site template change, so a reader can see the two ids are one article. Meanwhile make the five Pentateuch-cluster rows cite one id, not two.	This is not the byte-delta finding the lead excluded - that one is about a re-fetch failing to match a registered sha256. This is that the corpus registered the same page twice, on the same day, on both sides of that delta, and the class-F rows now cite one article under two identities. guidance/sources.md reads "Materially changed bytes do create a new artifact identity", which is why the loader accepts both; but the changed bytes here are the site chrome, not the article, and §11 keeps work, edition, artifact and inspected locus as four distinct things precisely so that one piece of evidence has one address. Four articles are affected; 10278a and 10670a also appear under two ids in composition.yaml and bindings.yaml.
G-002	binding:israel.wilderness.manna/retrospective-event/Ps.77.23-25+Ps.104.40+Deut.8.3+2Esd.9.15+2Esd.9.20	G-1	bible:douay-rheims:Ps.77.24	Ps.77.24 (vulgate; Hebrew 78:24)	CHANGES_REQUIRED	minor	quotation-not-from-tracked-text	Change the quoted string in the note to 'And had rained down manna upon them to eat', or mark the substitution ('[He] had rained down...'). The binding itself is correct and needs no other change.	This is §15.1(1) recurring: a Scripture string inside quotation marks that does not match the tracked Douay. Factual result unchanged - the retrospective-event binding is right and Deut.8.3 is quoted nowhere in the note.
G-006	event:israel.monarchy.temple-begun#2	G-3	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, 'Biblical Chronology', section (5) 'Birth of Abraham to the Exodus'	CHANGES_REQUIRED	minor	source-mischaracterisation	Replace 'before rejecting it' / 'Howlett rejects the figures immediately after printing them' with what the article does: prints the Ussher-derived figures as the traditional reckoning, then turns to 'the teaching of science' and reaches 958 B.C. (section 6) and 'about 969' (section 7) instead, calling the modern result 'not the traditional date of the Exodus'. The stored date, precision and disposition need no change.	Found while discharging the 'no other claim repeats the pattern' half of §15.1(3). Also internally inconsistent: event:israel.exodus.the-exodus#0 takes 1490 B.C. from this same sentence as the TRADITIONAL date, which cannot both be so and be rejected here.
G-008	gaps.yaml#11 (Gen, undated-in-tradition) - the sentence characterising 'Adam', 'Cain', 'Sodom and Gomorrha' and 'Sara'	G-4	artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01129a-25f0e925 ('Adam'); artifact.catholic-encyclopedia.volume-13.new-york-1912.newadvent-13468a-d7d96560 ('Sara'); volume-3 03142b ('Cain'); volume-14 14130a ('Sodom and Gomorrha')	Driscoll, 'Adam'; Driscoll, 'Sara'	CHANGES_REQUIRED	minor	over-strong-characterisation-of-a-retained-source	Narrow the clause to what the articles show: 'Adam' prints only figures Genesis 5 states and this corpus already carries; 'Sara' prints one figure Genesis states and the corpus carries (127 years), one Genesis states and the corpus does not hold (barren till ninety, Gen 17:17), and one the article computes rather than quotes (sixty-five at the descent into Egypt, from Gen 12:4 with Gen 17:17). None of the three dates anything the gap row covers, so the row's status is unaffected.	The task brief named 'Adam' as 01003a; 01003a is in fact Souvay's 'Aaron' (source_url newadvent.org/cathen/01003a.htm), correctly cited on the Numbers gap row. 'Adam' is 01129a-25f0e925. The corpus's own citations are right; only the brief's id was wrong. Both 'Cain' (03142b) and 'Sodom and Gomorrha' (14130a) were scanned end to end for era years, ages and centuries and print none, so that half of the sentence is exact.
G-010	event:israel.monarchy.david-in-the-cave#0 (note)	G-5	src/sources/chronology/events.yaml	events.yaml, the note on israel.monarchy.david-in-the-cave	CHANGES_REQUIRED	minor	stale-refusal-left-in-place	Rewrite the second caution to say what is now true: Psalm 141's title names the same cave and the same bracketed 1 Kings 24, and it is bound to this event under superscription-setting alongside Psalm 56, which is why one event is held once. Delete 'this event is not thereby bound to it' and the lane-range clause.	Exactly the residue §15.1(5) warns about - a refusal whose ground was 'the corpus does not hold it' left standing after the corpus came to hold it. Factual answers agree, so severity is minor; but a reader of the event is told the opposite of what the corpus returns.
G-015	tools/scripture-chronology QUERY example note (Ecclus.35.1 --system greek)	G-9	tools/scripture-chronology, lines 100-111; scripts/_tooling.py Example	the registered example replayed by make check-examples and printed in `scripture-chronology query --help`	CHANGES_REQUIRED	minor	stale-refusal-enshrined-in-documentation	Rewrite the note to state the precondition the transcript cannot show: the concordance records no correspondence between the Latin and the Greek Ecclesiasticus, so the mapping axis answers textually-distinct while the chronology axis answers from the natively authored Greek unit; the query no longer refuses and exits 0.	Same shape as §15.1(10) - a refusal enshrined in a checked artefact - but in an example's note rather than in a test assertion, which is why the automated gate did not catch it. Reported under G-9 because the subject is the Greek Ecclesiasticus; it is also the one thing I found that answers G-10's 'no test still asserts the old refusal' in the negative for documentation, though not for any test.
LEAD-001	event:israel.exile.third-captivity#0	source-fidelity	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology	Haydock facsimile PDF p. 776 (printed p. 740), note at Ps 70:1	CHANGES_REQUIRED	minor	misquotation-inside-quotation-marks	Replace the quoted string with the printed words, or drop the quotation marks and keep it as paraphrase. Exact printed text: "the last, when the city was destroyed and Sedecias was taken, 3416".	Read by the lead in the hash-verified artifact (sha256 9d2dd602... matches the registered artifact record) at PDF page 776, the exact page the passage record names. Failure mode guidance/scripture-chronology.md §15.1(1): the claim is true, the evidence for it as written is not. The A.M. era label is a reasonable reading: the page prints "A.M:" once and then bare numerals.
LEAD-002	event:israel.exile.second-captivity#0	source-fidelity	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology	Haydock facsimile PDF p. 776 (printed p. 740), note at Ps 70:1	CHANGES_REQUIRED	minor	misquotation-inside-quotation-marks	Quote the printed words or drop the quotation marks. Same fix as LEAD-001.	The facsimile's OCR text layer renders the numeral as "8405"; the printed figure is 3405, consistent with the surrounding 3398/3416 sequence. The corpus's reading of 3405 is correct; only the quotation form is defective. A page image should confirm the numeral before publication.
LEAD-003	src/sources/chronology/cold-audit-manifest.tsv	manifest-reproducibility	src/sources/chronology/cold-audit-manifest.tsv	header lines 8-17, the SELECTION RULE block	CHANGES_REQUIRED	minor	unreproducible-documented-selection-rule	Unchanged from the lead's, with one correction and one addition. Correction: TWO distinct predicates each reproduce all 72 ids and their order exactly - (a) exclude precision=='duration' plus every claim of israel.exile.third-captivity, and (b) exclude precision=='duration' plus every claim of ANY subject carrying a Psalm historical-setting (israel.monarchy.david-in-the-desert-of-maon, israel.monarchy.david-flight-from-absalom, israel.exile.third-captivity, israel.monarchy.saul-reign, israel.exile.seventy-years); (b) is the predicate that matches the class PROJECT-WORK.md actually names, so state (b). Addition: note in the header that relative-precision claims are NOT excluded - the manifest carries 12 of them - so 'high-risk classes' cannot be read as the duration/relative family. The lead's PROJECT-WORK.md arithmetic correction is confirmed: the text says 57 and then lists 47 + 9 + 2 + 1 = 59, and the currently derivable membership is 47 + 8 + 2 + 1 = 58 because the Ps 21 historical-setting was withdrawn on 2026-08-27.	Reproduced by the lead. With the undocumented exclusion supplied, the reproduction matches all 72 ids AND their order exactly, so the sample was NOT hand-steered — the defect is documentation, not selection. All 72 ids resolve to real claims; declared precision, disposition and sources match the corpus on every row; no id is duplicated. Seven subjects contribute more than one claim (different alternates of one subject), so the 72 rows cover 63 distinct subjects.
LEAD-004	src/sources/chronology/cold-audit-manifest.tsv	manifest-completeness	src/sources/chronology/cold-audit-manifest.tsv	whole file	CHANGES_REQUIRED	minor	complete-inspection-set-not-tracked	Correct the finding's own stored_assertion before acting on it: PROJECT-WORK.md does NOT describe the manifest as holding the 57: it says they are excluded FROM it, exactly as the header does, so there is no contradiction between the two documents. It also DOES name all four classes, and three of the four are exactly derivable predicates over tracked corpus data (precision=='duration' -> 47; a non-null derivation field -> 2; a scope carrying a non-Vulgate system -> 1). The residual defect is narrower than stated and is twofold: the Psalm historical-setting class is the only one that is not exactly derivable (9 was true before the Ps 21 withdrawal, 8 after), and the stated total 57 matches neither the listed sum 59 nor the derivable 58. Track the membership as ids, or state each class as an executable predicate and fix the total. The lead's own note lists a much larger set (217 duration/relative, 49 setting bindings, 20 gap rows) which is the lead's audit-class design, not the 57 - do not carry that figure into the correction.	The lead re-derived the classes from the corpus: 217 duration/relative claims (47 duration, 170 relative), 49 setting bindings (11 historical-setting, 15 superscription-setting, 23 prophetic-referent), 20 gap rows, and the native non-Vulgate assertions. Nothing prevents a later reviewer deriving a DIFFERENT set from the same words.
LEAD-007	event:apostolic-age.death-of-herod-agrippa#0; event:apostolic-age.jewish-revolt-against-rome#0	provenance	artifact.eusebius.ecclesiastical-history.english-mcgiffert-npnf2-1-newadvent-web-2026-07-27.newadvent-250102-f073ad45 (quoted but NOT cited)	Eusebius, Church History II.10.9 and II.26.1	CHANGES_REQUIRED	minor	quoted-source-not-named	As the lead recommends: add artifact.eusebius.ecclesiastical-history.english-mcgiffert-npnf2-1-newadvent-web-2026-07-27.newadvent-250102-f073ad45 to the sources of event:apostolic-age.death-of-herod-agrippa#0 and event:apostolic-age.jewish-revolt-against-rome#0. No date changes. Strengthen the ground: this is not a bare section 11 reading but an internal inconsistency - 250101 and 250103 are named in bindings.yaml and events.yaml exactly where they are quoted, and 250102 alone is quoted without being named, so the corpus already agrees with the correction. Both notes correctly decline to convert the regnal reckonings, which is 10.1 obeyed.	The artifact is registered (Book II of the tracked NPNF edition) but no chronology file cites it. Both notes correctly say the corpus does not convert the regnal reckonings, which is §10.1 obeyed.
LEAD-008	gap:Num	negative-claim-provenance	none registered for the New Advent index page for N	https://www.newadvent.org/cathen/n.htm	CHANGES_REQUIRED	minor	unretained-evidence-behind-a-negative-claim	Adopt the lead's action - register the New Advent alphabetical index pages that the Genesis, Exodus and Numbers gap rows characterise and name them in those rows' sources - and add one correction the lead missed. The Numbers row also asserts 'the neighbouring article numbers are unassigned'. On its plain reading that is false: 11150a is Francis Nugent and 11152a is Numismatics, both assigned articles; only the b-suffix 11151b is unassigned. Reword to what is actually true and is what the row means - that no neighbouring article number carries an article on the Book of Numbers - or delete the clause. This does not disturb the row's substantive claim, which is that no inspected source dates the writing of Numbers, and which the retained Pentateuch, Moses, Aaron, Balaam and Biblical Chronology texts do support.	This is §15.1(4) in its mildest form: the characterisation is correct, but a later reviewer cannot check it from tracked data. The same pattern applies to the Genesis row's claim about the index for G. The rest of the Numbers row's evidence is retained and, on the lead's reading, exemplary.
LEAD-012	unit:composition.book-of-ecclesiasticus.greek#0 (scope {system: greek, book: Ecclus}); scripts/_chronology.py §3.0 load-time gate	named-system-architecture	scripts/_deuterocanon._printed('greek'); src/sources/chronology/composition.yaml	greek Ecclus 36:16 -> vulgate Ecclus 36:18	CHANGES_REQUIRED	minor	unsound-load-gate-probes-only-the-span-start; native-scope-covers-a-shareable-locus	Keep the loader fix, drop the scope fix, and reverse the stated harm. Section 3.0's gate exists, in its own docstring's words, to stop an author placing at a native scope 'a fact that the Vulgate already holds and that the concordance can safely carry between them'. composition.book-of-ecclesiasticus.greek holds no such fact: it holds the date of the GREEK TRANSLATION (about 132 B.C.), which the Vulgate unit does not hold and says it does not hold, so the gate's purpose is not breached and only its literal formulation is over-broad. Narrowing the Greek scope to exclude 36:16, as the finding recommends, would strip from that locus the one assertion that is actually true of it. The consumer-visible effect is the opposite of the one the finding describes: I confirmed with tools/tpt scripture-chronology query Ecclus.36.16 --system greek --json that the answer is mapping status shared, reached Ecclus.36.18, carrying the Vulgate unit's 190-170 B.C. and 280 B.C. and NOT the Greek translation's 132 B.C. - so no duplicate is served, a true native assertion is discarded, which is 15.1(9)'s family inverted. Correct remedy: either have the gate test for a duplicated FACT rather than a shareable locus, or make the resolve path return a native assertion alongside the shared one when both exist. No stored date changes, and the factual result reaching a consumer is unchanged today, which is why this is minor. The lead's corrections of N-006 (not critical) and N-007 (1 356 printed, not 1 391) are both independently confirmed.	This CORRECTS the class-N auditor's N-006, which rated the same defect `critical` on the ground that the query 'answers about the wrong text there'. It does not: the lead ran it, and at greek 36:16 the shared path wins — the answer returned is the Vulgate unit's ("between 190 and 170 B.C." and "about 280 B.C.", scope Ecclus), identical to querying vulgate Ecclus.36.18, and the Greek translation's 132 B.C. is not returned. No wrong date reaches a consumer, so this is major (a gate that does not enforce the rule it exists for), not critical. The class-D auditor's D-004 states the same fact correctly: the native assertion is computed and then discarded when the mapping succeeds. ALSO CORRECTED HERE: N-007 states that "the Greek Ecclesiasticus prints 1 391 loci". It prints 1 356. 1 391 is the densified figure produced by the _system_loci defect in LEAD-011; the repository's own _chronology.py docstring and composition.yaml both say "1 355 of its 1 356 loci" and are right, while guidance §3.0.1 and §9.3 carry the inflated figure. CORRECTED ON VERIFICATION: severity reduced from major to minor and the recommended action REVERSED. The lead recommended narrowing the scope; verification showed that would delete the one assertion true of greek 36:16, since the Greek unit holds the translation's date and the Vulgate unit holds the Hebrew original's. The gate exists to stop a native scope holding a fact the preferred locus already holds; here it does not hold one. The mechanical defect — the gate probes chapter 1 verse 1, as its own docstring admits — is confirmed exactly.
LEAD-018	event:life-of-christ.crucifixion (subject note, src/sources/chronology/events.yaml:352-354)	G-1 source-fidelity	bible:douay-rheims:Mark.15.33	Mark 15:33	CHANGES_REQUIRED	minor	quotation from memory, in quotation marks, between two accurate quotations (§15.1(1))	Quote Mark 15:33 as the tracked Douay prints it, or drop the quotation marks and paraphrase. No date changes.	Raised by two sample auditors independently and reproduced by the lead against the tracked chapter files. This is the single most diagnostic finding in the audit, and it is worth more than its severity: guidance §15.1(1) is 'A quotation from memory', it is the FIRST of the ten failure modes the corpus was corrected for, its own rule is 'Read every verse you quote out of the tracked text, and never from recollection, however familiar' — and it recurs here, on the Passion, in the corrected corpus. The tell is the same one §15.1(1) records: the remembered string is smoother than the Douay, and it sits between two quotations that ARE exact, which is precisely what makes it invisible. A machine sweep this lane ran over all 1 014 quoted spans of 25 characters or more in every basis, note and gap reason found the great majority verbatim; the exceptions cluster in this one shape.
N-008	translation-independent-identity/separate-axes/native-coverage-histogram	architecture-acceptance	scripts/_chronology.py:1885-1894 (native_coverage by_status); guidance/scripture-chronology.md §9.3(3), §9	greek EsthGr.15.10	CHANGES_REQUIRED	minor	mapping status reported as a chronology status in the derived coverage view	The stated correction is right but incomplete: the finding's claim that "the live query path itself keeps the two axes separate correctly" is false. `query EsthGr.15.10 --system greek --json` emits `"chronology_status":"textually-distinct"` on an Unresolved, with no mapping object, so the same conflation ships on the query path and must be fixed there too.	Factual chronology of no verse changes; the defect is in how the universe is reported. Note also that native_coverage's greek additional_loci=1391 counts 1390 Ecclus + 1 EsthGr, not 1391 Ecclus — related to N-007.
N-009	translation-independent-identity/B/tool-example-note	architecture-acceptance	tools/scripture-chronology:101-111 (Example note); scripts/replay_examples.py	greek Ecclus.35.1	CHANGES_REQUIRED	minor	stale user-facing documentation contradicting the shipped behaviour and §3.0.1	Rewrite the note to state the corrected behaviour: exit 0, the mapping refuses on the mapping axis while the natively authored Greek composition date is returned on the chronology axis.	Prose only; no stored date changes.
P-012	event:israel.exile.third-captivity#0	source-fidelity/quotation	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology	Ps.70.1 note; artifact PDF page 776, printed p. 740	CHANGES_REQUIRED	minor	quotation not verbatim	Correct the quoted string to the page's own words - 'the last, when the city was destroyed and Sedecias was taken, 3416' - or drop the quotation marks. The A.M. 3416 figure, the Usher attribution, the `preferred` disposition and the refusal to convert the era are all correct and stand.	Unlike the second captivity, Scripture is genuinely silent within this event's own scope: 4 Kings 25:4-21 carries no year (25:21 reads 'And the king of Babylon smote them, and slew them at Reblatha, in the land of Emath: so Juda was carried away out of their land'), and the nineteenth-year datum at 25:8 is scoped to the sibling event israel.exile.burning-of-the-temple, where it is preferred. So the `preferred` A.M. 3416 does not invert the hierarchy.
P-020	event:apostolic-age.exile-of-saint-john-to-patmos#0	patristic-attribution	artifact.eusebius.ecclesiastical-history.english-mcgiffert-npnf2-1-newadvent-web-2026-07-27.newadvent-250103-4d77d36f (+ artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08492a-68d29c7c)	Church History III.18.1; CE 'St. John the Evangelist'; and, unnamed in the sources, CE 'Apocalypse' (newadvent-01594b-7f47696f) and Jerome, De viris illustribus 9 (newadvent-2708-85587778)	CHANGES_REQUIRED	minor	patristic work mis-named in a note; three quoted sources not named among the claim's source records	Rewrite the note's clause to what the evidence says - 'Eusebius, chronicling Irenaeus's statement, adds the fourteenth of Domitian's reign' - and drop 'Chronicle', which no inspected source names and which this repository does not hold (src/sources/works/eusebius contains only ecclesiastical-history). Add `artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01594b-7f47696f` and `artifact.jerome.de-viris-illustribus.english-richardson-npnf2-3.newadvent-2708-85587778` to the claim's sources, since the note quotes both verbatim (§11: do not name a source loosely, do not invent a citation).	Everything else on this claim checks out. Eusebius III.18.1 is quoted verbatim ('It is said that in this persecution the apostle and evangelist John, who was still alive, was condemned to dwell on the island of Patmos'); the Irenaeus clause is verbatim from CE 'Apocalypse' ('Irenaeus places the Seer's exile in Patmos at the end of Domitian's reign'); and the NPNF Jerome rendering is verbatim from De viris illustribus 9 ('In the fourteenth year then after Nero Domitian having raised a second persecution he was banished to the island of Patmos'). The date recorded, 81-96 A.D., is unaffected.
P-025	event:israel.monarchy.birth-of-david#0	provenance/record-grade	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04642b-f1c0bed3	'King David', opening paragraph (printed p. 642)	CHANGES_REQUIRED	minor	a passage record exists at the exact locus and is not named	Add `passage.catholic-encyclopedia.volume-4.new-york-1908.corbett-david-usual-chronology` to this claim's sources. §11 requires 'a passage record and its exact locus wherever one exists'; that record exists, is schema 2, carries states cataloged/acquired/inspected/verified, was verified on 2026-08-21 against the facsimile page image (artifact_page_ranges [[722,722]], artifact_sha256 d1b059b1...), and its context states exactly the qualification this claim turns on. The web artifact may stay beside it.	Verbatim, and the hedge 'According to the usual chronology' is preserved in both basis and note. One other chronological CE passage record exists and is likewise uncited - passage.catholic-encyclopedia.volume-8.new-york-1910.maas-journeys-six-seven-nine - but it belongs to the 'Jesus Christ' article (08374a), which no chronology claim cites, so nothing hangs on it.
S1-001	event:israel.monarchy.temple-begun#4	S	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	Howlett, "Biblical Chronology", CE vol. 3 (1908), section "Building of the Temple to its destruction", closing paragraph	CHANGES_REQUIRED	minor	note-prose inaccurate about the source's own layout	Replace "four paragraphs earlier" with a locator that is true of the retained text - e.g. "earlier in the same article, at the close of the preceding section". The date, precision, era, disposition and both quoted strings are correct and need no change.	Source existence OK: artifact.toml present at src/sources/works/catholic-encyclopedia/volume-3/editions/new-york-1908/artifacts/newadvent-03731a-f5f96f04, attributed Howlett, "Biblical Chronology", vol. 3, 1908 - matching the basis. Fidelity: basis and label are verbatim including the hedge "about". Profile: rank 6, admissible; the sibling Ussher claim (#2) on this event is correctly recorded as Howlett REPORTING Ussher and is not preferred (SS4.3). Dates: approximate-year is the source's own "about"; era bc, no year zero, no negative year. Dispositions: one preferred (Scripture, rank 1, 3Kings.6.1), the rest alternate - SS4.4 satisfied. Binding scope (narrated-event over 3Kings.6.1-2 and 2Par.3.1-2) looked defensible; the event fact is what is audited here.
S2-003	event:life-of-christ.finding-in-the-temple#0	S	bible:douay-rheims:Luke.2.42	Luke 2:42 (and 2:46 for the note), tracked Douay-Rheims via .scratch/cold-audit/verse.py	CHANGES_REQUIRED	minor	quotation-not-verbatim-in-tracked-text	Change the note's quoted string to "after three days, they found him in the temple". Date, anchor, disposition and the Luke 2:42 basis quotation are correct and verbatim. Mitigating and worth recording for the lead: the punctuation ("that, after three days,") is the Douay's and not the Authorised Version's, so the tracked text plainly was read; the defect is a one-character house-style capitalisation inside quotation marks, not the memory-quotation of §15.1(1).	Basis quotation of Luke 2:42 is verbatim in the tracked text (only a terminal full stop added for a mid-verse stop). The defect is confined to the note: the claim cites Scripture alone as its source, but the quoted form "in the Temple" matches CE 08377a's rendering ("After three days, they found him in the Temple, sitting in the midst of the doctors"), not the tracked Douay. This is the shape of failure mode 15.1(1), at one character; factual result unchanged. Everything else passes: rank-1 source, preferred over a rank-6 alternate per 4.4; relative not duration; anchor sits at the offset's start; the note correctly refuses to treat "after three days" as the episode's date. Binding scope (narrated-event, Luke 2:41-51) looked defensible.
