# Profile-contract cold-review manifest for the Scripture chronology corpus.
#
# The complete review surface for a GENUINELY COLD review of the
# profile-contract correction lane: a new agent or session that performed
# none of the population, none of the audits, and none of these corrections.
# Every row is reviewed. Nothing is sampled and nothing is hand-picked.
#
# Derived by diffing the corpus at c1dee9fc0ddfea3ea06d951c7ad25d05b75b0341 -- loaded by ITS OWN loader --
# against the WORKING TREE loaded by the loader in it, as OBJECTS, so a
# reformat cannot hide a change; then unioned with four whole-population
# queries over the head corpus (every claim citing Howlett, every claim citing
# Sloet, every claim naming a reporting exception, every preserved claim, and
# every claim still carrying basis_class `unreviewed`), and with the five
# blockers by id and the contract and gate files by path, and with every gap
# row added, withdrawn or reworded, which is what a verse answers with once the
# last answerable claim standing over it has been preserved.
#
# Deduplicated on case_type + ':' + case_id. `why_in_review` keeps EVERY
# reason that reached a row, so a case that four clauses of the brief reach
# is one row that says so four times rather than four rows saying it once.
#
# Regenerate with `python3 scripts/build_profile_contract_manifest.py`, and ask
# whether it has drifted with the same command and `--check`. BOTH derive
# against the base PINNED IN THE BUILDER as `BASE_REVISION`, and NEITHER reads
# the base out of the line above. Until 2026-09-02 write mode defaulted to HEAD,
# so a cold reviewer who ran the command printed here in a clean clone rebased
# this surface onto HEAD and collapsed it from 475 rows to 95 -- and `--check`,
# which took its base from this file's own header, then reported the collapse as
# current. Both halves are fixed; the command above is safe to run.
#
# `--base REV` still exists, for a one-off comparison against some other
# revision. What it produces is a DIFFERENT artifact and is not this one, and
# `--check` will say so.
# Rows: 480.
review_id	case_type	case_id	changed_in_lane	change	answerability_change	basis_class	answerability	disposition	source_record	prior_review_ids	why_in_review
PC-294	claim	event:israel.primeval.noe-warned#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11088a-f05fae40	-	the claim's own stored state changed in this lane
PC-295	claim	event:israel.primeval.translation-of-henoch#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Gen.5.23;bible:douay-rheims:Gen.5.24	-	the claim's own stored state changed in this lane
PC-296	claim	event:israel.restoration.altar-restored#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:1Esd.3.1;bible:douay-rheims:1Esd.3.6	-	the claim's own stored state changed in this lane
PC-297	claim	event:israel.restoration.covenant-renewed#0	yes	changed:basis_class+note	-	traditional-catholic	answerable	preferred	bible:douay-rheims:2Esd.9.1;artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10737c-8f80f067	-	the claim's own stored state changed in this lane
PC-298	claim	event:israel.restoration.decree-of-cyrus#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03315a-9cb437e2	-	the claim's own stored state changed in this lane
PC-299	claim	event:israel.restoration.decree-of-cyrus#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-300	claim	event:israel.restoration.decree-of-cyrus#2	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08344a-e6625662	-	the claim's own stored state changed in this lane
PC-301	claim	event:israel.restoration.esdras-reform-of-marriages#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:1Esd.9.1;artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05535a-50771778	-	the claim's own stored state changed in this lane
PC-302	claim	event:israel.restoration.esdras-return#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03315a-9cb437e2	-	the claim's own stored state changed in this lane
PC-303	claim	event:israel.restoration.esdras-return#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08344a-e6625662	-	the claim's own stored state changed in this lane
PC-304	claim	event:israel.restoration.esdras-return#2	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-305	claim	event:israel.restoration.esdras-return#3	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05535a-50771778	-	the claim's own stored state changed in this lane
PC-306	claim	event:israel.restoration.esdras-return#4	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05535a-50771778	-	the claim's own stored state changed in this lane
PC-307	claim	event:israel.restoration.first-pasch-in-the-second-temple#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:1Esd.6.19	-	the claim's own stored state changed in this lane
PC-308	claim	event:israel.restoration.nehemias-mission#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-309	claim	event:israel.restoration.nehemias-mission#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05535a-50771778	-	the claim's own stored state changed in this lane
PC-310	claim	event:israel.restoration.nehemias-mission#2	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08344a-e6625662	-	the claim's own stored state changed in this lane
PC-311	claim	event:israel.restoration.nehemias-second-mission#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05535a-50771778	-	the claim's own stored state changed in this lane
PC-312	claim	event:israel.restoration.nehemias-tidings-of-jerusalem#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:2Esd.1.1;artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10737c-8f80f067	-	the claim's own stored state changed in this lane
PC-313	claim	event:israel.restoration.reading-of-the-law#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:2Esd.8.2;artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05535a-50771778	-	the claim's own stored state changed in this lane
PC-314	claim	event:israel.restoration.reign-of-artaxerxes-i#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10737c-8f80f067	-	the claim's own stored state changed in this lane
PC-315	claim	event:israel.restoration.return-and-temple-rebuilding#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05535a-50771778	-	the claim's own stored state changed in this lane
PC-316	claim	event:israel.restoration.second-temple-completed#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:1Esd.6.15;bible:douay-rheims:Esth.3.7	-	the claim's own stored state changed in this lane
PC-317	claim	event:israel.restoration.second-temple-completed#1	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-318	claim	event:israel.restoration.second-temple-completed#2	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08344a-e6625662	-	the claim's own stored state changed in this lane
PC-319	claim	event:israel.restoration.strange-wives-assembly#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:1Esd.10.9	-	the claim's own stored state changed in this lane
PC-320	claim	event:israel.restoration.strange-wives-put-away#0	yes	changed:basis_class+note	-	traditional-catholic	answerable	preferred	bible:douay-rheims:1Esd.10.16;bible:douay-rheims:1Esd.10.17;artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05535a-50771778	-	the claim's own stored state changed in this lane
PC-321	claim	event:israel.restoration.temple-raised-by-zorobabel#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14499a-82b12b6e	-	the claim's own stored state changed in this lane
PC-322	claim	event:israel.restoration.temple-work-resumed#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03315a-9cb437e2	-	the claim's own stored state changed in this lane
PC-323	claim	event:israel.restoration.wall-of-jerusalem-finished#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:2Esd.6.15;bible:douay-rheims:1Mach.14.27;bible:douay-rheims:1Mach.4.52	-	the claim's own stored state changed in this lane
PC-324	claim	event:israel.restoration.walls-forbidden-by-artaxerxes#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10737c-8f80f067	-	the claim's own stored state changed in this lane
PC-325	claim	event:israel.wilderness.arrival-at-sinai#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Ex.19.1	-	the claim's own stored state changed in this lane
PC-326	claim	event:israel.wilderness.coming-to-cades#0	yes	changed:basis_class+note	-	traditional-catholic	answerable	preferred	bible:douay-rheims:Num.20.1;artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01003a-5adaeca0	-	the claim's own stored state changed in this lane
PC-327	claim	event:israel.wilderness.covenant-at-sinai#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Ex.24.3;bible:douay-rheims:Ex.24.4	-	the claim's own stored state changed in this lane
PC-328	claim	event:israel.wilderness.death-of-aaron#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Num.33.38	-	the claim's own stored state changed in this lane
PC-329	claim	event:israel.wilderness.death-of-moses#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Deut.34.7	-	the claim's own stored state changed in this lane
PC-330	claim	event:israel.wilderness.dedication-of-the-altar#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Num.7.1;bible:douay-rheims:Num.7.10;bible:douay-rheims:Ex.40.15	-	the claim's own stored state changed in this lane
PC-331	claim	event:israel.wilderness.departure-from-sinai#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Num.10.11;bible:douay-rheims:Num.33.16	-	the claim's own stored state changed in this lane
PC-332	claim	event:israel.wilderness.encampment-at-sinai#0	yes	changed:basis_class	-	derived	answerable	preferred	bible:douay-rheims:Ex.19.1;bible:douay-rheims:Num.1.1;bible:douay-rheims:Num.9.1;bible:douay-rheims:Num.10.11	-	the claim's own stored state changed in this lane
PC-333	claim	event:israel.wilderness.encampment-in-the-plains-of-moab#0	yes	changed:basis_class	-	derived	answerable	preferred	bible:douay-rheims:Num.22.1;bible:douay-rheims:Num.33.38;bible:douay-rheims:Num.33.48;bible:douay-rheims:Num.36.13;bible:douay-rheims:Deut.1.3	-	the claim's own stored state changed in this lane
PC-334	claim	event:israel.wilderness.erection-of-the-tabernacle#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Ex.40.15	-	the claim's own stored state changed in this lane
PC-335	claim	event:israel.wilderness.forty-days-on-the-mount#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Ex.24.18	-	the claim's own stored state changed in this lane
PC-336	claim	event:israel.wilderness.forty-years-in-the-desert#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Num.14.33;bible:douay-rheims:Num.14.34	-	the claim's own stored state changed in this lane
PC-337	claim	event:israel.wilderness.golden-calf#0	yes	changed:basis_class+reporting_exception+note	-	reported-excluded	answerable	preferred	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.exodus-32-golden-calf-chronology;passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology	-	the claim's own stored state changed in this lane | Ussher reporting exception: the narrowness of the one named lift is only checkable claim by claim
PC-338	claim	event:israel.wilderness.jethro-and-the-judges#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Ex.18.5;bible:douay-rheims:Ex.17.6;artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10596a-59d1207b	-	the claim's own stored state changed in this lane
PC-339	claim	event:israel.wilderness.making-of-the-tabernacle#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Ex.39.43;bible:douay-rheims:Ex.40.2;bible:douay-rheims:Ex.40.15	-	the claim's own stored state changed in this lane
PC-340	claim	event:israel.wilderness.manna#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Ex.16.1	-	the claim's own stored state changed in this lane
PC-341	claim	event:israel.wilderness.manna#1	yes	changed:basis_class+reporting_exception+note	-	reported-excluded	answerable	alternate	passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.exodus-16-manna-chronology;passage.george-leo-haydock.douay-rheims-with-haydock-commentary.2014-loreto-feeney-memorial.psalm-70-captivities-usher-chronology	-	the claim's own stored state changed in this lane | Ussher reporting exception: the narrowness of the one named lift is only checkable claim by claim
PC-342	claim	event:israel.wilderness.mara-and-elim#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Ex.15.22;bible:douay-rheims:Num.33.8	-	the claim's own stored state changed in this lane
PC-343	claim	event:israel.wilderness.mary-stricken-at-haseroth#0	yes	changed:basis_class+sources+note	-	traditional-catholic	answerable	preferred	bible:douay-rheims:Num.11.34;bible:douay-rheims:Num.13.1;artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01003a-5adaeca0	-	the claim's own stored state changed in this lane
PC-344	claim	event:israel.wilderness.moses-final-discourse#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Deut.1.3	-	the claim's own stored state changed in this lane
PC-345	claim	event:israel.wilderness.mourning-for-aaron#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Num.20.30;artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01003a-5adaeca0	-	the claim's own stored state changed in this lane
PC-346	claim	event:israel.wilderness.numbering-at-sinai#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Num.1.1;bible:douay-rheims:Num.1.18	-	the claim's own stored state changed in this lane
PC-347	claim	event:israel.wilderness.phase-in-the-desert-of-sinai#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Num.9.1;bible:douay-rheims:Num.9.3;bible:douay-rheims:Num.9.5;bible:douay-rheims:Ex.40.15	-	the claim's own stored state changed in this lane
PC-348	claim	event:israel.wilderness.promulgation-of-the-law#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Ex.19.11;bible:douay-rheims:Ex.19.16	-	the claim's own stored state changed in this lane
PC-349	claim	event:israel.wilderness.raphidim#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Ex.17.1;bible:douay-rheims:Ex.19.2	-	the claim's own stored state changed in this lane
PC-350	claim	event:life-of-christ.ascension#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01767a-f5dca100;artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-351	claim	event:life-of-christ.baptism#0	yes	changed:disposition+answerability+basis_class+note	answerable->preserved (claim-changed)	reported-excluded	preserved	alternate	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | the claim's candidate eligibility changed: disposition+answerability+basis_class+note | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample | preserved-only claim: reachable through the evidence surface and excluded from every default answer"
PC-352	claim	event:life-of-christ.circumcision#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Luke.2.21	-	the claim's own stored state changed in this lane
PC-353	claim	event:life-of-christ.circumcision#1	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03779a-e10c093b	-	the claim's own stored state changed in this lane
PC-354	claim	event:life-of-christ.crucifixion#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08377a-f81e2c23	-	the claim's own stored state changed in this lane
PC-355	claim	event:life-of-christ.crucifixion#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-356	claim	event:life-of-christ.crucifixion#2	yes	changed:basis_class+date+label+basis+note+precision+endpoints	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-357	claim	event:life-of-christ.crucifixion#3	yes	changed:basis_class+date+label+basis+note+precision+endpoints	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-358	claim	event:life-of-christ.crucifixion#4	yes	changed:basis_class+date+label+sources+basis+note+precision+endpoints	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-359	claim	event:life-of-christ.crucifixion#5	yes	changed:basis_class+date+label+sources+basis+note+precision+endpoints	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-360	claim	event:life-of-christ.crucifixion#6	yes	changed:basis_class+date+label+sources+basis+note+precision+endpoints	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08377a-f81e2c23	-	the claim's own stored state changed in this lane
PC-361	claim	event:life-of-christ.crucifixion#7	yes	added	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08377a-f81e2c23	-	the claim's own stored state changed in this lane
PC-362	claim	event:life-of-christ.crucifixion#8	yes	added	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-363	claim	event:life-of-christ.death-of-herod#0	yes	changed:basis_class+note	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04;artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09527a-ef2e5fd8	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-364	claim	event:life-of-christ.finding-in-the-temple#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Luke.2.42	-	the claim's own stored state changed in this lane
PC-365	claim	event:life-of-christ.finding-in-the-temple#1	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08377a-f81e2c23	-	the claim's own stored state changed in this lane
PC-366	claim	event:life-of-christ.flight-into-egypt#0	yes	changed:basis_class	-	scripture	answerable	preferred	bible:douay-rheims:Matt.2.14	-	the claim's own stored state changed in this lane
PC-367	claim	event:life-of-christ.flight-into-egypt#1	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09527a-ef2e5fd8	-	the claim's own stored state changed in this lane
PC-368	claim	event:life-of-christ.last-supper#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08377a-f81e2c23	-	the claim's own stored state changed in this lane
PC-369	claim	event:life-of-christ.nativity#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-370	claim	event:life-of-christ.nativity#1	yes	changed:basis_class	-	reported-traditional	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03738a-5eb03e5b	-	the claim's own stored state changed in this lane
PC-371	claim	event:life-of-christ.pentecost#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-15.new-york-1912.newadvent-15614b-98cc8fd9	-	the claim's own stored state changed in this lane
PC-372	claim	event:life-of-christ.pentecost#1	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-373	claim	event:life-of-christ.presentation#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03245b-5d312e9f	-	the claim's own stored state changed in this lane
PC-374	claim	event:life-of-christ.public-ministry-begins#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-375	claim	event:life-of-christ.resurrection#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04	-	"the claim's own stored state changed in this lane | Howlett whole-artifact ruling: every claim citing ""Biblical Chronology"" is in the surface, not a sample"
PC-376	claim	unit:composition.acts-of-the-apostles#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01117a-582c8526	-	the claim's own stored state changed in this lane
PC-377	claim	unit:composition.apocalypse#0	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01594b-7f47696f	-	the claim's own stored state changed in this lane
PC-378	claim	unit:composition.apocalypse#1	yes	changed:basis_class	-	traditional-catholic	answerable	disputed	artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c	-	the claim's own stored state changed in this lane
PC-379	claim	unit:composition.book-of-abdias#0	yes	changed:basis_class+note	-	reported-traditional	answerable	disputed	artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01030b-f708bbb1	-	the claim's own stored state changed in this lane
PC-380	claim	unit:composition.book-of-aggeus#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-1.new-york-1907.newadvent-01209d-02397b81	-	the claim's own stored state changed in this lane
PC-381	claim	unit:composition.book-of-daniel#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04621b-2a74931e	-	the claim's own stored state changed in this lane
PC-382	claim	unit:composition.book-of-daniel.prayer-of-azarias#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04621b-2a74931e	-	the claim's own stored state changed in this lane
PC-383	claim	unit:composition.book-of-daniel.susanna-and-bel#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04621b-2a74931e	-	the claim's own stored state changed in this lane
PC-384	claim	unit:composition.book-of-ecclesiasticus#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05263a-c3fe190d	-	the claim's own stored state changed in this lane
PC-385	claim	unit:composition.book-of-ecclesiasticus#1	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05263a-c3fe190d	-	the claim's own stored state changed in this lane
PC-386	claim	unit:composition.book-of-ecclesiasticus.greek#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05263a-c3fe190d	-	the claim's own stored state changed in this lane
PC-387	claim	unit:composition.book-of-esther#0	yes	changed:basis_class+date+note+endpoints	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-5.new-york-1909.newadvent-05549a-ab721ede	-	the claim's own stored state changed in this lane
PC-388	claim	unit:composition.book-of-habacuc#0	yes	changed:basis_class+basis	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-7.new-york-1910.newadvent-07097a-8ad7be64	-	the claim's own stored state changed in this lane
PC-389	claim	unit:composition.book-of-isaias#0	yes	changed:basis_class+basis	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08179b-d4ee13fd	-	the claim's own stored state changed in this lane
PC-390	claim	unit:composition.book-of-jeremias#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08334a-dd4ae528	-	the claim's own stored state changed in this lane
PC-391	claim	unit:composition.book-of-joel#0	yes	changed:basis_class+note	-	reported-traditional	answerable	preferred	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08419a-c5e20537	-	the claim's own stored state changed in this lane
PC-392	claim	unit:composition.book-of-josue#0	yes	changed:basis_class	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08524a-98ab5e95	-	the claim's own stored state changed in this lane
PC-393	claim	unit:composition.book-of-josue#1	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08524a-98ab5e95	-	the claim's own stored state changed in this lane
PC-394	claim	unit:composition.book-of-judges#0	yes	changed:basis_class+basis	-	traditional-catholic	answerable	preferred	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08547a-5242e582	-	the claim's own stored state changed in this lane
PC-395	claim	unit:composition.book-of-judges#1	yes	changed:basis_class	-	traditional-catholic	answerable	alternate	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08547a-5242e582	-	the claim's own stored state changed in this lane
PC-396	claim	unit:composition.book-of-malachias#0	yes	changed:disposition+answerability+basis_class+note	answerable->preserved (claim-changed)	reported-excluded	preserved	alternate	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09562b-38fb6fcd	-	the claim's own stored state changed in this lane | the claim's candidate eligibility changed: disposition+answerability+basis_class+note | preserved-only claim: reachable through the evidence surface and excluded from every default answer
